year,cowcode,country,xpers
1984,600,Morocco,.44452095
1985,600,Morocco,.44452095
1986,600,Morocco,.44452095
1987,600,Morocco,.44452095
1988,600,Morocco,.44452095
1989,600,Morocco,.44452095
1990,600,Morocco,.44452095
1991,600,Morocco,.44452095
1992,600,Morocco,.44452095
1993,600,Morocco,.44452095
1994,600,Morocco,.44452095
1995,600,Morocco,.44452095
1996,600,Morocco,.44452095
1997,600,Morocco,.44452095
1998,600,Morocco,.44452095
1999,600,Morocco,.44452095
2000,600,Morocco,.35681182
2001,600,Morocco,.35681182
2002,600,Morocco,.35681182
2003,600,Morocco,.35681182
2004,600,Morocco,.35681182
2005,600,Morocco,.35681182
2006,600,Morocco,.35681182
2007,600,Morocco,.35681182
2008,600,Morocco,.35681182
2009,600,Morocco,.35681182
2010,600,Morocco,.35681182
1963,615,Algeria,.15219994
1964,615,Algeria,.41583857
1965,615,Algeria,.51396304
1966,615,Algeria,.42708981
1967,615,Algeria,.42708981
1968,615,Algeria,.59037942
1969,615,Algeria,.59037942
1970,615,Algeria,.59037942
1971,615,Algeria,.59037942
1972,615,Algeria,.59037942
1973,615,Algeria,.59037942
1974,615,Algeria,.59037942
1975,615,Algeria,.59037942
1976,615,Algeria,.59037942
1977,615,Algeria,.59037942
1978,615,Algeria,.59037942
1979,615,Algeria,.31220365
1980,615,Algeria,.31220365
1981,615,Algeria,.31220365
1982,615,Algeria,.31220365
1983,615,Algeria,.31220365
1984,615,Algeria,.42708981
1985,615,Algeria,.42708981
1986,615,Algeria,.42708981
1987,615,Algeria,.42708981
1988,615,Algeria,.42708981
1989,615,Algeria,.42708981
1990,615,Algeria,.42708981
1991,615,Algeria,.42708981
1992,615,Algeria,.42708981
1993,615,Algeria,.16828956
1994,615,Algeria,.16828956
1995,615,Algeria,.16828956
1996,615,Algeria,.16828956
1997,615,Algeria,.16828956
1998,615,Algeria,.12917839
1999,615,Algeria,.12917839
2000,615,Algeria,0
2001,615,Algeria,0
2002,615,Algeria,0
2003,615,Algeria,0
2004,615,Algeria,0
2005,615,Algeria,.56739014
2006,615,Algeria,.56739014
2007,615,Algeria,.56739014
2008,615,Algeria,.56739014
2009,615,Algeria,.56739014
2010,615,Algeria,.56739014
1957,616,Tunisia,0
1958,616,Tunisia,0
1959,616,Tunisia,0
1960,616,Tunisia,0
1961,616,Tunisia,0
1962,616,Tunisia,0
1963,616,Tunisia,0
1964,616,Tunisia,0
1965,616,Tunisia,0
1966,616,Tunisia,0
1967,616,Tunisia,0
1968,616,Tunisia,0
1969,616,Tunisia,0
1970,616,Tunisia,0
1971,616,Tunisia,0
1972,616,Tunisia,0
1973,616,Tunisia,0
1974,616,Tunisia,0
1975,616,Tunisia,0
1976,616,Tunisia,0
1977,616,Tunisia,0
1978,616,Tunisia,0
1979,616,Tunisia,0
1980,616,Tunisia,0
1981,616,Tunisia,.16828956
1982,616,Tunisia,.16828956
1983,616,Tunisia,.16828956
1984,616,Tunisia,.16828956
1985,616,Tunisia,0
1986,616,Tunisia,0
1987,616,Tunisia,.19644429
1988,616,Tunisia,.16828956
1989,616,Tunisia,.59037942
1990,616,Tunisia,.59037942
1991,616,Tunisia,.59037942
1992,616,Tunisia,.59037942
1993,616,Tunisia,.59037942
1994,616,Tunisia,.59037942
1995,616,Tunisia,.59037942
1996,616,Tunisia,.59037942
1997,616,Tunisia,.59037942
1998,616,Tunisia,.59037942
1999,616,Tunisia,.59037942
2000,616,Tunisia,.59037942
2001,616,Tunisia,.59037942
2002,616,Tunisia,.59037942
2003,616,Tunisia,.59037942
2004,616,Tunisia,.59037942
2005,616,Tunisia,.59037942
2006,616,Tunisia,.59037942
2007,616,Tunisia,.59037942
2008,616,Tunisia,.59037942
2009,616,Tunisia,.59037942
2010,616,Tunisia,.59037942
1952,620,Libya,.41961691
1953,620,Libya,.41961691
1954,620,Libya,.41961691
1955,620,Libya,.41961691
1956,620,Libya,.41961691
1957,620,Libya,.41961691
1958,620,Libya,.41961691
1959,620,Libya,.49566168
1960,620,Libya,.49566168
1961,620,Libya,.49566168
1962,620,Libya,.49566168
1963,620,Libya,.49566168
1964,620,Libya,.49566168
1965,620,Libya,.49566168
1966,620,Libya,.49566168
1967,620,Libya,.49566168
1968,620,Libya,.49566168
1969,620,Libya,.49566168
1970,620,Libya,.42258447
1971,620,Libya,.42258447
1972,620,Libya,.49399492
1973,620,Libya,.49399492
1974,620,Libya,.49399492
1975,620,Libya,.49399492
1976,620,Libya,.59461099
1977,620,Libya,.72088248
1978,620,Libya,.80163735
1979,620,Libya,.80163735
1980,620,Libya,1
1981,620,Libya,1
1982,620,Libya,1
1983,620,Libya,1
1984,620,Libya,1
1985,620,Libya,1
1986,620,Libya,1
1987,620,Libya,1
1988,620,Libya,1
1989,620,Libya,1
1990,620,Libya,1
1991,620,Libya,1
1992,620,Libya,1
1993,620,Libya,1
1994,620,Libya,1
1995,620,Libya,1
1996,620,Libya,1
1997,620,Libya,1
1998,620,Libya,1
1999,620,Libya,1
2000,620,Libya,1
2001,620,Libya,1
2002,620,Libya,1
2003,620,Libya,1
2004,620,Libya,1
2005,620,Libya,1
2006,620,Libya,1
2007,620,Libya,1
2008,620,Libya,1
2009,620,Libya,1
2010,620,Libya,1
1959,625,Sudan,0
1960,625,Sudan,0
1961,625,Sudan,0
1962,625,Sudan,0
1963,625,Sudan,0
1964,625,Sudan,0
1970,625,Sudan,0
1971,625,Sudan,0
1972,625,Sudan,.61675322
1973,625,Sudan,.61675322
1974,625,Sudan,.61675322
1975,625,Sudan,.61675322
1976,625,Sudan,.88737601
1977,625,Sudan,.88737601
1978,625,Sudan,.88737601
1979,625,Sudan,.88737601
1980,625,Sudan,.88737601
1981,625,Sudan,.88737601
1982,625,Sudan,.88737601
1983,625,Sudan,.88737601
1984,625,Sudan,.88737601
1985,625,Sudan,.88737601
1986,625,Sudan,0
1990,625,Sudan,.4544726
1991,625,Sudan,.5418188
1992,625,Sudan,.5418188
1993,625,Sudan,.5418188
1994,625,Sudan,.5418188
1995,625,Sudan,.5418188
1996,625,Sudan,.5418188
1997,625,Sudan,.5418188
1998,625,Sudan,.5418188
1999,625,Sudan,.5418188
2000,625,Sudan,.42258447
2001,625,Sudan,.42258447
2002,625,Sudan,.52077049
2003,625,Sudan,.52077049
2004,625,Sudan,.52077049
2005,625,Sudan,.52077049
2006,625,Sudan,.52077049
2007,625,Sudan,.52077049
2008,625,Sudan,.52077049
2009,625,Sudan,.52077049
2010,625,Sudan,.52077049
1946,630,Iran,0
1947,630,Iran,0
1948,630,Iran,0
1949,630,Iran,0
1950,630,Iran,0
1951,630,Iran,0
1952,630,Iran,0
1953,630,Iran,0
1954,630,Iran,.52077049
1955,630,Iran,.52077049
1956,630,Iran,.52077049
1957,630,Iran,.52077049
1958,630,Iran,.88737601
1959,630,Iran,.88737601
1960,630,Iran,.88737601
1961,630,Iran,.52077049
1962,630,Iran,.52077049
1963,630,Iran,.52077049
1964,630,Iran,.88737601
1965,630,Iran,.88737601
1966,630,Iran,.88737601
1967,630,Iran,.88737601
1968,630,Iran,.88737601
1969,630,Iran,.88737601
1970,630,Iran,.88737601
1971,630,Iran,.88737601
1972,630,Iran,.88737601
1973,630,Iran,.88737601
1974,630,Iran,.88737601
1975,630,Iran,.88737601
1976,630,Iran,.72088248
1977,630,Iran,.72088248
1978,630,Iran,.72088248
1979,630,Iran,.52077049
1980,630,Iran,.71786338
1981,630,Iran,.71786338
1982,630,Iran,.71786338
1983,630,Iran,.71786338
1984,630,Iran,.71786338
1985,630,Iran,.71786338
1986,630,Iran,.71786338
1987,630,Iran,.71786338
1988,630,Iran,.58450258
1989,630,Iran,.58450258
1990,630,Iran,.49566168
1991,630,Iran,.49566168
1992,630,Iran,.49566168
1993,630,Iran,.49566168
1994,630,Iran,.49566168
1995,630,Iran,.49566168
1996,630,Iran,.49566168
1997,630,Iran,.49566168
1998,630,Iran,.49566168
1999,630,Iran,.49566168
2000,630,Iran,.49566168
2001,630,Iran,.49566168
2002,630,Iran,.49566168
2003,630,Iran,.49566168
2004,630,Iran,.49566168
2005,630,Iran,.49566168
2006,630,Iran,.49566168
2007,630,Iran,.49566168
2008,630,Iran,.49566168
2009,630,Iran,.49566168
2010,630,Iran,.58450258
1946,640,Turkey,0
1947,640,Turkey,0
1948,640,Turkey,0
1949,640,Turkey,0
1950,640,Turkey,0
1958,640,Turkey,.18697317
1959,640,Turkey,.18697317
1960,640,Turkey,.18697317
1961,640,Turkey,.13625468
1981,640,Turkey,0
1982,640,Turkey,0
1983,640,Turkey,0
1946,645,Iraq,0
1947,645,Iraq,0
1948,645,Iraq,0
1949,645,Iraq,0
1950,645,Iraq,0
1951,645,Iraq,0
1952,645,Iraq,0
1953,645,Iraq,0
1954,645,Iraq,0
1955,645,Iraq,0
1956,645,Iraq,0
1957,645,Iraq,.24923688
1958,645,Iraq,.24923688
1959,645,Iraq,.11412159
1960,645,Iraq,.49566168
1961,645,Iraq,.58450258
1962,645,Iraq,.58450258
1963,645,Iraq,.58450258
1964,645,Iraq,.39755204
1965,645,Iraq,.46906376
1966,645,Iraq,.48440033
1967,645,Iraq,.32081383
1968,645,Iraq,.32081383
1969,645,Iraq,.42258447
1970,645,Iraq,.42258447
1971,645,Iraq,.52077049
1972,645,Iraq,.52077049
1973,645,Iraq,.52077049
1974,645,Iraq,.78157246
1975,645,Iraq,.78157246
1976,645,Iraq,.78157246
1977,645,Iraq,.78157246
1978,645,Iraq,.78157246
1979,645,Iraq,.78157246
1980,645,Iraq,.87193984
1981,645,Iraq,.87193984
1982,645,Iraq,.87193984
1983,645,Iraq,.87193984
1984,645,Iraq,.87193984
1985,645,Iraq,.87193984
1986,645,Iraq,.87193984
1987,645,Iraq,.87193984
1988,645,Iraq,.87193984
1989,645,Iraq,.87193984
1990,645,Iraq,.87193984
1991,645,Iraq,.87193984
1992,645,Iraq,.87193984
1993,645,Iraq,.87193984
1994,645,Iraq,.87193984
1995,645,Iraq,.87193984
1996,645,Iraq,.87193984
1997,645,Iraq,.87193984
1998,645,Iraq,.87193984
1999,645,Iraq,.87193984
2000,645,Iraq,.87193984
2001,645,Iraq,.87193984
2002,645,Iraq,.87193984
2003,645,Iraq,.87193984
1946,651,Egypt,.16828956
1947,651,Egypt,.16828956
1948,651,Egypt,.35681182
1949,651,Egypt,.35681182
1950,651,Egypt,.35681182
1951,651,Egypt,.35681182
1952,651,Egypt,.35681182
1953,651,Egypt,.25147712
1954,651,Egypt,.44465306
1955,651,Egypt,.60794741
1956,651,Egypt,.60794741
1957,651,Egypt,.74536991
1958,651,Egypt,.74536991
1959,651,Egypt,.74536991
1960,651,Egypt,.74536991
1961,651,Egypt,.74536991
1962,651,Egypt,.42150977
1963,651,Egypt,.74536991
1964,651,Egypt,.74536991
1965,651,Egypt,.74536991
1966,651,Egypt,.74536991
1967,651,Egypt,.74536991
1968,651,Egypt,.60794741
1969,651,Egypt,.49291819
1970,651,Egypt,.49291819
1971,651,Egypt,.36968562
1972,651,Egypt,.87193984
1973,651,Egypt,.87193984
1974,651,Egypt,.87193984
1975,651,Egypt,.87193984
1976,651,Egypt,.87193984
1977,651,Egypt,.87193984
1978,651,Egypt,.87193984
1979,651,Egypt,.87193984
1980,651,Egypt,.87193984
1981,651,Egypt,.87193984
1982,651,Egypt,.36968562
1983,651,Egypt,.36968562
1984,651,Egypt,.36968562
1985,651,Egypt,.36968562
1986,651,Egypt,.36968562
1987,651,Egypt,.36968562
1988,651,Egypt,.36968562
1989,651,Egypt,.36968562
1990,651,Egypt,.36968562
1991,651,Egypt,.36968562
1992,651,Egypt,.36968562
1993,651,Egypt,.36968562
1994,651,Egypt,.36968562
1995,651,Egypt,.36968562
1996,651,Egypt,.36968562
1997,651,Egypt,.36968562
1998,651,Egypt,.36968562
1999,651,Egypt,.36968562
2000,651,Egypt,.36968562
2001,651,Egypt,.36968562
2002,651,Egypt,.36968562
2003,651,Egypt,.36968562
2004,651,Egypt,.36968562
2005,651,Egypt,.36968562
2006,651,Egypt,.36968562
2007,651,Egypt,.36968562
2008,651,Egypt,.36968562
2009,651,Egypt,.36968562
2010,651,Egypt,.36968562
1947,652,Syria,0
1950,652,Syria,0
1951,652,Syria,0
1952,652,Syria,.24923688
1953,652,Syria,.40719575
1954,652,Syria,.40719575
1958,652,Syria,.3587645
1963,652,Syria,.13625468
1964,652,Syria,.25147712
1965,652,Syria,.25147712
1966,652,Syria,.37996772
1967,652,Syria,.33389109
1968,652,Syria,.33389109
1969,652,Syria,.33389109
1970,652,Syria,.33389109
1971,652,Syria,.61855018
1972,652,Syria,.61855018
1973,652,Syria,.61855018
1974,652,Syria,.61855018
1975,652,Syria,.61855018
1976,652,Syria,.61855018
1977,652,Syria,.61855018
1978,652,Syria,.61855018
1979,652,Syria,.61855018
1980,652,Syria,.61855018
1981,652,Syria,.61855018
1982,652,Syria,.61855018
1983,652,Syria,.61855018
1984,652,Syria,.61855018
1985,652,Syria,.61855018
1986,652,Syria,.61855018
1987,652,Syria,.61855018
1988,652,Syria,.61855018
1989,652,Syria,.61855018
1990,652,Syria,.61855018
1991,652,Syria,.61855018
1992,652,Syria,.61855018
1993,652,Syria,.61855018
1994,652,Syria,.61855018
1995,652,Syria,.61855018
1996,652,Syria,.61855018
1997,652,Syria,.61855018
1998,652,Syria,.61855018
1999,652,Syria,.61855018
2000,652,Syria,.61855018
2001,652,Syria,.33275777
2002,652,Syria,.33275777
2003,652,Syria,.33275777
2004,652,Syria,.33275777
2005,652,Syria,.33275777
2006,652,Syria,.61855018
2007,652,Syria,.61855018
2008,652,Syria,.61855018
2009,652,Syria,.61855018
2010,652,Syria,.61855018
1947,663,Jordan,.24923688
1948,663,Jordan,.24923688
1949,663,Jordan,.24923688
1950,663,Jordan,.24923688
1951,663,Jordan,.24923688
1952,663,Jordan,0
1953,663,Jordan,0
1954,663,Jordan,.24923688
1955,663,Jordan,.24923688
1956,663,Jordan,.24923688
1957,663,Jordan,.33389109
1958,663,Jordan,.41961691
1959,663,Jordan,.41961691
1960,663,Jordan,.41961691
1961,663,Jordan,.41961691
1962,663,Jordan,.41961691
1963,663,Jordan,.41961691
1964,663,Jordan,.41961691
1965,663,Jordan,.41961691
1966,663,Jordan,.41961691
1967,663,Jordan,.41961691
1968,663,Jordan,.41961691
1969,663,Jordan,.41961691
1970,663,Jordan,.41961691
1971,663,Jordan,.41961691
1972,663,Jordan,.49102309
1973,663,Jordan,.49102309
1974,663,Jordan,.49102309
1975,663,Jordan,.74297053
1976,663,Jordan,.74297053
1977,663,Jordan,.41961691
1978,663,Jordan,.41961691
1979,663,Jordan,.41961691
1980,663,Jordan,.41961691
1981,663,Jordan,.41961691
1982,663,Jordan,.41961691
1983,663,Jordan,.41961691
1984,663,Jordan,.41961691
1985,663,Jordan,.41961691
1986,663,Jordan,.41961691
1987,663,Jordan,.41961691
1988,663,Jordan,.41961691
1989,663,Jordan,.41961691
1990,663,Jordan,.41961691
1991,663,Jordan,.41961691
1992,663,Jordan,.41961691
1993,663,Jordan,.41961691
1994,663,Jordan,.41961691
1995,663,Jordan,.41961691
1996,663,Jordan,.41961691
1997,663,Jordan,.41961691
